question,sparql
Who is the chairman of the member of Gordon S. Wood?,SELECT ?answer WHERE { wd:Q5585778 wdt:P463 ?X . ?X wdt:P488 ?answer}
"""What is the {first name} of {John J. Pershing, which means {the same as} the name {Loann}?""",SELECT ?answer WHERE { wd:Q272383 wdt:P735 ?answer . ?answer wdt:P460 wd:Q17125945}
"what is the administrative unit of sardinia which has Q48460 as ""2--45""?","SELECT ?answer WHERE { wd:Q1462 wdt:P131 ?answer . ?answer wdt:P1036 ?x FILTER(contains(?x,'2--45'))}"
What was the maker of the art of sculpture a proponent of?,SELECT ?answer WHERE { wd:Q11634 wdt:P3095 ?X . ?X wdt:P1056 ?answer}
At what point in time did B.F Skinner receive the E.L. Thorndike Award?,SELECT ?value WHERE { wd:Q213195 p:P166 ?s . ?s ps:P166 wd:Q5322016 . ?s pq:P585 ?value}
"When Lily Tomlin, the spouse of Jane Wagner, was born?",SELECT ?value WHERE { wd:Q229271 p:P26 ?s . ?s ps:P26 wd:Q13560376 . ?s pq:P580 ?value}
The Dreamers' was originally written in the language of what state?,SELECT ?answer WHERE { wd:Q822946 wdt:P364 ?X . ?X wdt:P17 ?answer}
"Is Janet Jackson, the performer, single?",select distinct ?sbj where { ?sbj wdt:P175 wd:Q131324 . ?sbj wdt:P31 wd:Q134556 }
Where are The Band's cat films shot?,SELECT ?answer WHERE { wd:Q600344 wdt:P740 ?X . ?X wdt:P1740 ?answer}
who  is the professional wrestling promotion for replaces of WWE?,select distinct ?obj where { wd:Q35339 wdt:P1365 ?obj . ?obj wdt:P31 wd:Q721067 }
which country club has the highest slop rating?,select ?ent where { ?ent wdt:P31 wd:Q1137210 . ?ent wdt:P3840 ?obj } ORDER BY DESC(?obj)LIMIT 5
"What is the mantra created by Vishvamitra that contains the word ""Gayatri"" in its title?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q131510 . ?sbj wdt:P170 wd:Q2773345 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'gayatri')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
The papers at Religious Society of Friends uses what Institutional template?,SELECT ?answer WHERE { wd:Q170208 wdt:P485 ?X . ?X wdt:P1612 ?answer}
What software uses Hebrew language?,select distinct ?sbj where { ?sbj wdt:P407 wd:Q9288 . ?sbj wdt:P31 wd:Q218616 }
When did Lucille Ball and Gary Morton get divorced?,SELECT ?value WHERE { wd:Q209662 p:P26 ?s . ?s ps:P26 wd:Q5525629 . ?s pq:P582 ?value}
Tell me the social networking service which starts with the letter y?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3220391 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'y')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When was Team Fortress 2 (retail distribution) published?,SELECT ?obj WHERE { wd:Q382108 p:P577 ?s . ?s ps:P577 ?obj . ?s pq:P437 wd:Q7316614 }
What is the name for someone who works in psychoanalysis,select distinct ?sbj where { ?sbj wdt:P101 wd:Q41630 . ?sbj wdt:P31 wd:Q5 }
What is the body of water with GPS coordinates of 0.0 located in Tarawa?,"SELECT ?answer WHERE { wd:Q2486 wdt:P206 ?answer . ?answer wdt:P625 ?x FILTER(contains(?x,'0.0'))}"
Where did this DVD come from and who owns it now?,SELECT ?answer WHERE { wd:Q5294 wdt:P127 ?X . ?X wdt:P740 ?answer}
What significant event in 1978-6-1 is Michelle Bachelet known for?,"SELECT ?obj WHERE { wd:Q320 p:P793 ?s . ?s ps:P793 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1978')) }"
Where is the work location of Arturo Toscanini on Staten Island?,SELECT ?answer WHERE { wd:Q13003 wdt:P937 ?answer . ?answer wdt:P150 wd:Q18432}
Who was Simon Rattle's spouse until the year 2004?,"SELECT ?obj WHERE { wd:Q157814 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2004')) }"
What are the baseball teams that start with the letter A,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q13027888 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'á')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"With a zenith of Ben Nevis, what is Gian Carlo Menotti's home town?",SELECT ?answer WHERE { wd:Q270662 wdt:P551 ?answer . ?answer wdt:P610 wd:Q104674}
Tell me reform whose name has the word reform in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q900406 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'reforms')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Tell me magazine whose name has the word zillo in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q41298 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'zillo')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"WHat are the science branches that contain the word ""engineering"" in their name ?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2465832 . ?sbj wdt:P3095 wd:Q81096 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'engineering')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"What is the mother tongue of Marie Curie, that has free order language typology?",SELECT ?answer WHERE { wd:Q7186 wdt:P103 ?answer . ?answer wdt:P4132 wd:Q33129605}
What are the hot spring which start with the letter m,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3273292 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'm')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Which is the museum that is commissioned by the Suleiman the Magnificent?,select distinct ?sbj where { ?sbj wdt:P88 wd:Q8474 . ?sbj wdt:P31 wd:Q33506 }
How many items are narrated by Tom Kenny?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2438 wd:Q299282 }
How many children do Jean le Rond D'Alembert have?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P40 wd:Q153232 }
What are the scientific theory which start with the letter u,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3239681 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'u')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What year was the final product of DC-8 made?,SELECT ?answer WHERE { wd:Q223315 wdt:P176 ?X . ?X wdt:P576 ?answer}
Where is the death place of Masaccio whose countries are municipio XII?,SELECT ?answer WHERE { wd:Q5811 wdt:P20 ?answer . ?answer wdt:P150 wd:Q16481992}
Who is the government that heads the workplace of Carl Theodor Dreyer?,SELECT ?answer WHERE { wd:Q51127 wdt:P937 ?X . ?X wdt:P6 ?answer}
What international airport is Delta Air Lines' hub?,select distinct ?obj where { wd:Q188920 wdt:P113 ?obj . ?obj wdt:P31 wd:Q644371 }
What colours are on Kashirskaya?,SELECT ?answer WHERE { wd:Q2329927 wdt:P81 ?X . ?X wdt:P462 ?answer}
Who has surname as Mireille Mathieu and similar to Matias?,SELECT ?answer WHERE { wd:Q71452 wdt:P734 ?answer . ?answer wdt:P460 wd:Q29905256}
What is the name of David Brudnoy's alumni foundation?,SELECT ?answer WHERE { wd:Q15516751 wdt:P69 ?X . ?X wdt:P571 ?answer}
What is the {murder method} of {Bill Gold} that has a {genetic association} in {SORL1}?,SELECT ?answer WHERE { wd:Q4909170 wdt:P509 ?answer . ?answer wdt:P2293 wd:Q7392091}
What is {award received} of {Brno} where {point in time} is {2008-0-0} ?,"SELECT ?obj WHERE { wd:Q14960 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2008')) }"
What platform and software engine does Dota 2 use?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q771541 wdt:P400 ?ans_1 . wd:Q771541 wdt:P408 ?ans_2 }
What award did Wilhelm Ostwald receive in 1909?,"SELECT ?obj WHERE { wd:Q12658 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1909')) }"
What position did Edward VII have that ended on 1910-5-6?,"SELECT ?obj WHERE { wd:Q20875 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1910')) }"
"WHat brain region that supplies superior cerebellar artery contains the word ""cerebellum"" in its name ?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1620186 . ?sbj wdt:P2286 wd:Q707592 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'cerebellum')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When was Pier Luigi Bersani first elected head of the government of Emilia-Romagna?,SELECT ?value WHERE { wd:Q1263 p:P6 ?s . ?s ps:P6 wd:Q47556 . ?s pq:P580 ?value}
What are the historical motorcycle manufacturer which start with the letter W,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q15081032 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'w')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who was the person that was a student of Gustav Mahler?,select distinct ?sbj where { ?sbj wdt:P1066 wd:Q7304 . ?sbj wdt:P31 wd:Q5 }
What artist inspired Lena's narrative?,SELECT ?answer WHERE { wd:Q25936088 wdt:P1441 ?X . ?X wdt:P1877 ?answer}
When did Pierre-Auguste Renoir end his residence in Limoges?,SELECT ?value WHERE { wd:Q39931 p:P551 ?s . ?s ps:P551 wd:Q45656 . ?s pq:P582 ?value}
Who gave the  {moveable object location} of {significant incident} of {Theodore Dreiser} ?,SELECT ?answer WHERE { wd:Q486096 wdt:P793 ?X . ?X wdt:P276 ?answer}
Tell me the brain region that contains the word thalamus in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1620186 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'thalamus')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who is the CEO of Society of Jesus?,select distinct ?obj where { wd:Q36380 wdt:P169 ?obj . ?obj wdt:P31 wd:Q5 }
Which is the position that applies to the jurisdiction of Bucharest?,select distinct ?sbj where { ?sbj wdt:P1001 wd:Q19660 . ?sbj wdt:P31 wd:Q4164871 }
"WHICH IS THE MOUNTAIN STAGE WITH THE MA
XIMUM  SPEED",select ?ent where { ?ent wdt:P31 wd:Q20646668 . ?ent wdt:P2052 ?obj } ORDER BY DESC(?obj)LIMIT 5
Name the web search engine that contains the word yatedo in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q4182287 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'yatedo')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What are the state function which start with the letter z,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q230937 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'z')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What's the territorial entity and twinned administrative body of San Francisco?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q62 wdt:P131 ?ans_1 . wd:Q62 wdt:P190 ?ans_2 }
Who replaced Henry VI of England as monarch of England?,SELECT ?value WHERE { wd:Q160337 p:P39 ?s . ?s ps:P39 wd:Q18810062 . ?s pq:P1365 ?value}
Who was the distributor for Married...with Children?,SELECT (COUNT(?obj) AS ?value ) { wd:Q208647 wdt:P750 ?obj }
Who is the  {Turkish bath} for {named after} of {Suleiman the Magnificent},select distinct ?sbj where { ?sbj wdt:P138 wd:Q8474 . ?sbj wdt:P31 wd:Q28077 }
What are the ice hockey team which start with the letter straubing,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q4498974 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'straubing')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who was Pericles' child?,select distinct ?sbj where { ?sbj wdt:P40 wd:Q80398 . ?sbj wdt:P31 wd:Q5 }
How do you pronounce pasta in Georgian?,SELECT ?obj WHERE { wd:Q178 p:P443 ?s . ?s ps:P443 ?obj . ?s pq:P407 wd:Q8108 }
In what country and sovereign state did the Watergate Scandal occur?,select distinct ?obj where { wd:Q42761 wdt:P17 ?obj . ?obj wdt:P31 wd:Q3624078 }
What is the population of Valladolid?,SELECT ?obj WHERE { wd:Q8356 p:P1082 ?s . ?s ps:P1082 ?obj . ?s pq:P459 wd:Q745221 }
Who is the doctoral supervisor and founder of clinical psychology?,SELECT ?answer WHERE { wd:Q199906 wdt:P112 ?X . ?X wdt:P184 ?answer}
When was James Cagney's spouse born?,SELECT ?answer WHERE { wd:Q94041 wdt:P26 ?X . ?X wdt:P569 ?answer}
Name the website of a business enterprise with the lowest number of registered users.,select ?ent where { ?ent wdt:P31 wd:Q35127 . ?ent wdt:P1833 ?obj . ?ent wdt:P31 wd:Q4830453. } ORDER BY ASC(?obj)LIMIT 5
Tell me freeway network whose name has the word system in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q55504191 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'system')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who preceded chairwoman Michael Aresco in the Big East Conference in 2013?,SELECT ?answer WHERE { wd:Q7820700 wdt:P1365 ?answer . ?answer wdt:P488 wd:Q16150145}
What what is American football team home venue Soldier Field and also which starts with letter c,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q17156793 . ?sbj wdt:P115 wd:Q1132413 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'c')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the middle name of Francis Frith that has the equivalent of Frans?,SELECT ?answer WHERE { wd:Q978878 wdt:P735 ?answer . ?answer wdt:P460 wd:Q3480175}
"What is the taxon parent of archosaur, whose vernacular name is クルロタルシ類?","SELECT ?answer WHERE { wd:Q130910 wdt:P171 ?answer . ?answer wdt:P1843 ?x FILTER(contains(?x,'クルロタルシ類'))}"
When did Hal Holbrook marry Carol Eve Rossen?,SELECT ?value WHERE { wd:Q314801 p:P26 ?s . ?s ps:P26 wd:Q54812309 . ?s pq:P580 ?value}
What films did Marlon Brando direct?,select distinct ?sbj where { ?sbj wdt:P57 wd:Q34012 . ?sbj wdt:P31 wd:Q11424 }
What country was Jiangsu a part of in October 1949?,"SELECT ?obj WHERE { wd:Q16963 p:P17 ?s . ?s ps:P17 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1949')) }"
What method did the census use to determine the population of the Coquimbo Region?,SELECT ?obj WHERE { wd:Q2121 p:P1082 ?s . ?s ps:P1082 ?obj . ?s pq:P459 wd:Q39825 }
"What is the alma mater of John Sinclair with a parent company of the University of Michigan School of Music, Theater and Dance?",SELECT ?answer WHERE { wd:Q706977 wdt:P69 ?answer . ?answer wdt:P355 wd:Q7895775}
Who is the spouse of Lord Byron as of January 1st 1815?,"SELECT ?obj WHERE { wd:Q5679 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1815')) }"
What is the {health specialty} and the {genetic association} of {Dyslexia} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q132971 wdt:P1995 ?ans_1 . wd:Q132971 wdt:P2293 ?ans_2 }
What country is Benghazi located in?,select distinct ?obj where { wd:Q40816 wdt:P131 ?obj . ?obj wdt:P31 wd:Q6256 }
"Who was the inventor of the B-tree, who was awarded the Officer's Cross of the Order of Merit of the Federal Republic of Germany?",SELECT ?answer WHERE { wd:Q677051 wdt:P61 ?answer . ?answer wdt:P166 wd:Q10905334}
The twinned administrative body of Greater Manchester is located in which independent community?,select distinct ?sbj where { ?sbj wdt:P190 wd:Q23099 . ?sbj wdt:P31 wd:Q2267870 }
When was the Nintendo 3DS published from Australia?,SELECT ?obj WHERE { wd:Q203597 p:P577 ?s . ?s ps:P577 ?obj . ?s pq:P291 wd:Q408 }
"What is the February 17 time index that shows category March 2, 2018?",select ?ent where { ?ent wdt:P31 wd:Q5439739 . ?ent wdt:P4895 ?obj . ?ent wdt:P910 wd:Q46452137 } ORDER BY DESC(?obj)LIMIT 5
What is the capital of Nanjing?,select distinct ?sbj where { ?sbj wdt:P36 wd:Q16666 . ?sbj wdt:P31 wd:Q50068795 }
What is the language of work and narrative location of the book Of Mice and Men?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q457977 wdt:P407 ?ans_1 . wd:Q457977 wdt:P840 ?ans_2 }
What is the oxidation state for nickel?,SELECT (COUNT(?obj) AS ?value ) { wd:Q744 wdt:P1121 ?obj }
what are the vegetation zone which start with the letter t,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2083910 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Tell me physical phenomenon whose name has the word surface in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1293220 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'surface')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What award did the United States Air Force Academy receive on 8/31/1998?,"SELECT ?obj WHERE { wd:Q1331280 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1998')) }"
How many partners does Iron man have?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P451 wd:Q180704 }
how many charges does nuremberg trials have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q80130 wdt:P1595 ?obj }
who is partner of Tyler Perry that has start time is 2009-1-1 ?,"SELECT ?obj WHERE { wd:Q686301 p:P451 ?s . ?s ps:P451 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'2009')) }"
Where is the river mouth of the Uruguay river?,SELECT ?answer WHERE { wd:Q18278 wdt:P403 ?X . ?X wdt:P974 ?answer}
What was the Graduate Dustin Hoffman nominated for?,SELECT ?obj WHERE { wd:Q217627 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P2453 wd:Q42930 }
Tell me atmospheric optical phenomenon whose name has the word subsun in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q29564129 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'subsun')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the total fertility rate of Sudan with estimation process?,SELECT ?obj WHERE { wd:Q1049 p:P4841 ?s . ?s ps:P4841 ?obj . ?s pq:P459 wd:Q791801 }
What event in the 1951 24 Hours of Le Mans did A.J. Foyt take part in?,SELECT ?answer WHERE { wd:Q173228 wdt:P1344 ?answer . ?answer wdt:P793 wd:Q216396}
Tell me mountain whose name has the word zumsteinspitze  in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q8502 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'zumsteinspitze')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the {scientific area} of {correspondence at} of {Emil Baumgartel}?,SELECT ?answer WHERE { wd:Q1335827 wdt:P485 ?X . ?X wdt:P101 ?answer}
What are the Christian denomination which start with the letter united,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q879146 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'united')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did the Iron Age start in Greece?,SELECT ?obj WHERE { wd:Q11764 p:P580 ?s . ?s ps:P580 ?obj . ?s pq:P518 wd:Q41 }
What county seat of N'Djamena contains the villages of the Kanem Region?,SELECT ?answer WHERE { wd:Q3659 wdt:P1376 ?answer . ?answer wdt:P150 wd:Q849841}
"What is the {bordered} {City of Cape Town}, that {contains} a {Saldanha Bay Local Municipality}?",SELECT ?answer WHERE { wd:Q1185115 wdt:P47 ?answer . ?answer wdt:P150 wd:Q2006784}
What is the religious order of the 14th  Dalai Lama religion?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q17293 wdt:P611 ?ans_1 . wd:Q17293 wdt:P140 ?ans_2 }
Who is the person that composed La Traviata?,select distinct ?obj where { wd:Q186162 wdt:P86 ?obj . ?obj wdt:P31 wd:Q5 }
What award did Kiri Te Kanawa receive on 1/26/1990?,"SELECT ?obj WHERE { wd:Q380133 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1990')) }"
Which television series did {Francis Ford Coppola produce?,select distinct ?sbj where { ?sbj wdt:P1431 wd:Q56094 . ?sbj wdt:P31 wd:Q5398426 }
"What's Paul Kagame's position since January 28, 2018?","SELECT ?obj WHERE { wd:Q1231345 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'2018')) }"
Dan Carter plays which rugby position?,select distinct ?obj where { wd:Q726199 wdt:P413 ?obj . ?obj wdt:P31 wd:Q6583019 }
In which major city is Urdu the official language?,select distinct ?sbj where { ?sbj wdt:P37 wd:Q1617 . ?sbj wdt:P31 wd:Q174844 }
"What are the languages spoken by Dietrich Buxtehude, which have the cases of or are in the vocative case (VC)?",SELECT ?answer WHERE { wd:Q153637 wdt:P1412 ?answer . ?answer wdt:P2989 wd:Q185077}
What topic of the history of Wales has cities like Caerphilly County Borough as central areas?,SELECT ?answer WHERE { wd:Q1063608 wdt:P1269 ?answer . ?answer wdt:P150 wd:Q748065}
Which is the public office that George Weah held a position in?,select distinct ?obj where { wd:Q173139 wdt:P39 ?obj . ?obj wdt:P31 wd:Q294414 }
What derivative of platinum is named after Francis Louis Sperry?,SELECT ?answer WHERE { wd:Q880 wdt:P186 ?answer . ?answer wdt:P138 wd:Q27908788}
What city was Phil LaMarr born in?,SELECT ?answer WHERE { wd:Q356541 wdt:P19 ?X . ?X wdt:P190 ?answer}
What are the Luther city which start with the letter w,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1547289 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'w')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
